,checking_account_status,loan_duration_mo,credit_history,purpose,loan_amount,savings_account_balance,time_employed_yrs,payment_pcnt_income,gender_status,other_signators,time_in_residence,property,age_yrs,other_credit_outstanding,home_ownership,number_loans,job_category,dependents,telephone,foreign_worker,bad_credit,dummy,checking_account_status_cat,credit_history_cat,purpose_cat,savings_account_balance_cat,time_employed_yrs_cat,gender_status_cat,other_signators_cat,property_cat,other_credit_outstanding_cat,home_ownership_cat,job_category_cat,telephone_cat,foreign_worker_cat
374,none,36,current loans paid,car (new),3079,unknown/none,1 - 4 years,4,male-single,none,4,real estate,36,none,own,1,skilled,1,none,yes,0,1.0,3,2,1,4,0,3,2,2,1,1,1,0,1
375,none,18,critical account - other non-bank loans,radio/television,6070,< 100 DM,>= 7 years,3,male-single,none,4,car or other,33,none,own,2,skilled,1,yes,yes,0,1.0,3,1,7,2,3,3,2,1,1,1,1,1,1
376,none,10,critical account - other non-bank loans,furniture/equipment,2146,< 100 DM,< 1 year,1,female-divorced/separated/married,none,3,real estate,23,none,rent,2,skilled,1,none,yes,0,1.0,3,1,5,2,2,0,2,2,1,2,1,0,1
377,none,60,critical account - other non-bank loans,car (new),13756,unknown/none,>= 7 years,2,male-single,none,4,unknown-none,63,bank,for free,1,highly skilled,1,yes,yes,0,1.0,3,1,1,4,3,3,2,3,0,0,0,1,1
378,0 - 200 DM,60,all loans at bank paid,other,14782,100 - 500 DM,>= 7 years,3,female-divorced/separated/married,none,4,unknown-none,60,bank,for free,2,highly skilled,1,yes,yes,1,1.0,0,0,6,0,3,0,2,3,0,0,0,1,1
379,< 0 DM,48,all loans at bank paid,business,7685,< 100 DM,4 - 7 years,2,female-divorced/separated/married,guarantor,4,car or other,37,none,rent,1,skilled,1,none,yes,1,1.0,1,0,0,2,1,0,1,1,1,2,1,0,1
380,none,18,past payment delays,radio/television,2320,< 100 DM,unemployed,2,male-married/widowed,none,3,real estate,34,none,own,2,skilled,1,none,yes,0,1.0,3,4,7,2,4,2,2,2,1,1,1,0,1
381,none,7,past payment delays,radio/television,846,unknown/none,>= 7 years,3,male-single,none,4,unknown-none,36,none,for free,1,skilled,1,none,yes,0,1.0,3,4,7,4,3,3,2,3,1,0,1,0,1
382,0 - 200 DM,36,current loans paid,car (new),14318,< 100 DM,>= 7 years,4,male-single,none,2,unknown-none,57,none,for free,1,highly skilled,1,yes,yes,1,1.0,0,2,1,2,3,3,2,3,1,0,0,1,1
383,none,6,critical account - other non-bank loans,car (new),362,100 - 500 DM,1 - 4 years,4,female-divorced/separated/married,none,4,car or other,52,none,own,2,unskilled-resident,1,none,yes,0,1.0,3,1,1,0,0,0,2,1,1,1,3,0,1
384,< 0 DM,20,current loans paid,furniture/equipment,2212,unknown/none,4 - 7 years,4,male-single,none,4,car or other,39,none,own,1,skilled,1,yes,yes,0,1.0,1,2,5,4,1,3,2,1,1,1,1,1,1
385,0 - 200 DM,18,current loans paid,car (used),12976,< 100 DM,unemployed,3,female-divorced/separated/married,none,4,unknown-none,38,none,for free,1,highly skilled,1,yes,yes,1,1.0,0,2,2,2,4,0,2,3,1,0,0,1,1
386,none,22,current loans paid,car (new),1283,unknown/none,4 - 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,25,none,rent,1,skilled,1,none,yes,0,1.0,3,2,1,4,1,0,2,0,1,2,1,0,1
387,> 200 DM or salary assignment,12,current loans paid,car (new),1330,< 100 DM,< 1 year,4,male-single,none,1,real estate,26,none,own,1,skilled,1,none,yes,0,1.0,2,2,1,2,2,3,2,2,1,1,1,0,1
388,none,30,past payment delays,business,4272,100 - 500 DM,1 - 4 years,2,male-single,none,2,building society savings/life insurance,26,none,own,2,unskilled-resident,1,none,yes,0,1.0,3,4,0,0,0,3,2,0,1,1,3,0,1
389,none,18,critical account - other non-bank loans,radio/television,2238,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,1,car or other,25,none,own,2,skilled,1,none,yes,0,1.0,3,1,7,2,0,0,2,1,1,1,1,0,1
390,none,18,current loans paid,radio/television,1126,unknown/none,< 1 year,4,female-divorced/separated/married,none,2,real estate,21,none,rent,1,skilled,1,yes,yes,0,1.0,3,2,7,4,2,0,2,2,1,2,1,1,1
391,0 - 200 DM,18,critical account - other non-bank loans,furniture/equipment,7374,< 100 DM,unemployed,4,male-single,none,4,building society savings/life insurance,40,stores,own,2,highly skilled,1,yes,yes,0,1.0,0,1,5,2,4,3,2,0,2,1,0,1,1
392,0 - 200 DM,15,critical account - other non-bank loans,business,2326,500 - 1000 DM,1 - 4 years,2,male-single,none,4,car or other,27,bank,own,1,skilled,1,none,yes,0,1.0,0,1,0,1,0,3,2,1,0,1,1,0,1
393,none,9,current loans paid,business,1449,< 100 DM,4 - 7 years,3,female-divorced/separated/married,none,2,car or other,27,none,own,2,skilled,1,none,yes,0,1.0,3,2,0,2,1,0,2,1,1,1,1,0,1
394,none,18,current loans paid,car (new),1820,< 100 DM,1 - 4 years,2,male-married/widowed,none,2,building society savings/life insurance,30,none,own,1,highly skilled,1,yes,yes,0,1.0,3,2,1,2,0,2,2,0,1,1,0,1,1
395,0 - 200 DM,12,current loans paid,furniture/equipment,983,>= 1000 DM,< 1 year,1,female-divorced/separated/married,none,4,real estate,19,none,rent,1,unskilled-resident,1,none,yes,0,1.0,0,2,5,3,2,0,2,2,1,2,3,0,1
396,< 0 DM,36,current loans paid,car (new),3249,< 100 DM,4 - 7 years,2,male-single,none,4,unknown-none,39,bank,for free,1,highly skilled,2,yes,yes,0,1.0,1,2,1,2,1,3,2,3,0,0,0,1,1
397,< 0 DM,6,critical account - other non-bank loans,radio/television,1957,< 100 DM,4 - 7 years,1,female-divorced/separated/married,none,4,car or other,31,none,own,1,skilled,1,none,yes,0,1.0,1,1,7,2,1,0,2,1,1,1,1,0,1
398,none,9,critical account - other non-bank loans,furniture/equipment,2406,< 100 DM,unemployed,2,male-single,none,3,car or other,31,none,own,1,highly skilled,1,none,yes,0,1.0,3,1,5,2,4,3,2,1,1,1,0,0,1
399,0 - 200 DM,39,past payment delays,education,11760,100 - 500 DM,4 - 7 years,2,male-single,none,3,unknown-none,32,none,rent,1,skilled,1,yes,yes,0,1.0,0,4,4,0,1,3,2,3,1,2,1,1,1
400,< 0 DM,12,current loans paid,furniture/equipment,2578,< 100 DM,unemployed,3,female-divorced/separated/married,none,4,unknown-none,55,none,for free,1,highly skilled,1,none,yes,0,1.0,1,2,5,2,4,0,2,3,1,0,0,0,1
401,< 0 DM,36,critical account - other non-bank loans,furniture/equipment,2348,< 100 DM,1 - 4 years,3,male-married/widowed,none,2,building society savings/life insurance,46,none,own,2,skilled,1,yes,yes,0,1.0,1,1,5,2,0,2,2,0,1,1,1,1,1
402,0 - 200 DM,12,current loans paid,car (new),1223,< 100 DM,>= 7 years,1,male-divorced/separated,none,1,real estate,46,none,rent,2,skilled,1,none,yes,1,1.0,0,2,1,2,3,1,2,2,1,2,1,0,1
403,none,24,critical account - other non-bank loans,radio/television,1516,>= 1000 DM,1 - 4 years,4,female-divorced/separated/married,none,1,real estate,43,none,own,2,unskilled-resident,1,none,yes,0,1.0,3,1,7,3,0,0,2,2,1,1,3,0,1
404,none,18,current loans paid,radio/television,1473,< 100 DM,< 1 year,3,male-married/widowed,none,4,real estate,39,none,own,1,skilled,1,yes,yes,0,1.0,3,2,7,2,2,2,2,2,1,1,1,1,1
405,0 - 200 DM,18,critical account - other non-bank loans,business,1887,unknown/none,1 - 4 years,4,male-married/widowed,none,4,real estate,28,bank,own,2,skilled,1,none,yes,0,1.0,0,1,0,4,0,2,2,2,0,1,1,0,1
406,none,24,past payment delays,business,8648,< 100 DM,< 1 year,2,male-single,none,2,car or other,27,bank,own,2,skilled,1,yes,yes,1,1.0,3,4,0,2,2,3,2,1,0,1,1,1,1
407,none,14,past payment delays,car (new),802,< 100 DM,1 - 4 years,4,male-single,none,2,car or other,27,none,own,2,unskilled-resident,1,none,yes,0,1.0,3,4,1,2,0,3,2,1,1,1,3,0,1
408,0 - 200 DM,18,past payment delays,car (new),2899,unknown/none,>= 7 years,4,male-single,none,4,car or other,43,none,own,1,skilled,2,none,yes,0,1.0,0,4,1,4,3,3,2,1,1,1,1,0,1
409,0 - 200 DM,24,current loans paid,radio/television,2039,< 100 DM,< 1 year,1,male-married/widowed,none,1,building society savings/life insurance,22,none,own,1,skilled,1,yes,yes,1,1.0,0,2,7,2,2,2,2,0,1,1,1,1,1
410,none,24,critical account - other non-bank loans,car (used),2197,unknown/none,4 - 7 years,4,male-single,none,4,car or other,43,none,own,2,skilled,2,yes,yes,0,1.0,3,1,2,4,1,3,2,1,1,1,1,1,1
411,< 0 DM,15,current loans paid,radio/television,1053,< 100 DM,< 1 year,4,male-married/widowed,none,2,real estate,27,none,own,1,skilled,1,none,no,0,1.0,1,2,7,2,2,2,2,2,1,1,1,0,0
412,none,24,current loans paid,radio/television,3235,500 - 1000 DM,>= 7 years,3,male-divorced/separated,none,2,car or other,26,none,own,1,highly skilled,1,yes,yes,0,1.0,3,2,7,1,3,1,2,1,1,1,0,1,1
413,> 200 DM or salary assignment,12,critical account - other non-bank loans,car (new),939,500 - 1000 DM,4 - 7 years,4,male-married/widowed,none,2,real estate,28,none,own,3,skilled,1,yes,yes,1,1.0,2,1,1,1,1,2,2,2,1,1,1,1,1
414,0 - 200 DM,24,current loans paid,radio/television,1967,< 100 DM,>= 7 years,4,female-divorced/separated/married,none,4,car or other,20,none,own,1,skilled,1,yes,yes,0,1.0,0,2,7,2,3,0,2,1,1,1,1,1,1
415,none,33,critical account - other non-bank loans,car (used),7253,< 100 DM,4 - 7 years,3,male-single,none,2,car or other,35,none,own,2,highly skilled,1,yes,yes,0,1.0,3,1,2,2,1,3,2,1,1,1,0,1,1
416,none,12,critical account - other non-bank loans,business,2292,< 100 DM,unemployed,4,male-single,none,2,car or other,42,stores,own,2,highly skilled,1,yes,yes,1,1.0,3,1,0,2,4,3,2,1,2,1,0,1,1
417,none,10,current loans paid,car (new),1597,500 - 1000 DM,1 - 4 years,3,male-single,none,2,unknown-none,40,none,rent,1,unskilled-resident,2,none,no,0,1.0,3,2,1,1,0,3,2,3,1,2,3,0,0
418,< 0 DM,24,current loans paid,car (new),1381,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,2,building society savings/life insurance,35,none,own,1,skilled,1,none,yes,1,1.0,1,2,1,4,0,0,2,0,1,1,1,0,1
419,none,36,critical account - other non-bank loans,car (used),5842,< 100 DM,>= 7 years,2,male-single,none,2,building society savings/life insurance,35,none,own,2,skilled,2,yes,yes,0,1.0,3,1,2,2,3,3,2,0,1,1,1,1,1
420,< 0 DM,12,current loans paid,car (new),2579,< 100 DM,< 1 year,4,male-single,none,1,real estate,33,none,own,1,unskilled-resident,2,none,yes,1,1.0,1,2,1,2,2,3,2,2,1,1,3,0,1
421,< 0 DM,18,past payment delays,education,8471,unknown/none,1 - 4 years,1,female-divorced/separated/married,none,2,car or other,23,none,rent,2,skilled,1,yes,yes,0,1.0,1,4,4,4,0,0,2,1,1,2,1,1,1
422,none,21,current loans paid,car (new),2782,500 - 1000 DM,4 - 7 years,1,female-divorced/separated/married,none,2,car or other,31,bank,own,1,highly skilled,1,none,yes,0,1.0,3,2,1,1,1,0,2,1,0,1,0,0,1
423,0 - 200 DM,18,current loans paid,car (new),1042,unknown/none,1 - 4 years,4,female-divorced/separated/married,none,2,building society savings/life insurance,33,none,own,1,skilled,1,none,yes,1,1.0,0,2,1,4,0,0,2,0,1,1,1,0,1
424,none,15,current loans paid,car (new),3186,>= 1000 DM,4 - 7 years,2,female-divorced/separated/married,none,3,car or other,20,none,rent,1,skilled,1,none,yes,0,1.0,3,2,1,3,1,0,2,1,1,2,1,0,1
425,0 - 200 DM,12,current loans paid,car (used),2028,unknown/none,1 - 4 years,4,male-single,none,2,car or other,30,none,own,1,skilled,1,none,yes,0,1.0,0,2,2,4,0,3,2,1,1,1,1,0,1
426,0 - 200 DM,12,critical account - other non-bank loans,car (new),958,< 100 DM,4 - 7 years,2,male-single,none,3,real estate,47,none,own,2,unskilled-resident,2,none,yes,0,1.0,0,1,1,2,1,3,2,2,1,1,3,0,1
427,none,21,past payment delays,furniture/equipment,1591,100 - 500 DM,4 - 7 years,4,male-single,none,3,real estate,34,none,own,2,highly skilled,1,none,yes,0,1.0,3,4,5,0,1,3,2,2,1,1,0,0,1
428,0 - 200 DM,12,current loans paid,furniture/equipment,2762,unknown/none,>= 7 years,1,female-divorced/separated/married,none,2,building society savings/life insurance,25,bank,own,1,skilled,1,yes,yes,1,1.0,0,2,5,4,3,0,2,0,0,1,1,1,1
429,0 - 200 DM,18,current loans paid,car (used),2779,< 100 DM,1 - 4 years,1,male-married/widowed,none,3,car or other,21,none,rent,1,skilled,1,yes,yes,0,1.0,0,2,2,2,0,2,2,1,1,2,1,1,1
430,none,28,critical account - other non-bank loans,radio/television,2743,< 100 DM,>= 7 years,4,male-single,none,2,car or other,29,none,own,2,skilled,1,none,yes,0,1.0,3,1,7,2,3,3,2,1,1,1,1,0,1
431,none,18,critical account - other non-bank loans,radio/television,1149,>= 1000 DM,1 - 4 years,4,male-single,none,3,real estate,46,none,own,2,skilled,1,none,yes,0,1.0,3,1,7,3,0,3,2,2,1,1,1,0,1
432,none,9,current loans paid,furniture/equipment,1313,< 100 DM,>= 7 years,1,male-single,none,4,car or other,20,none,own,1,skilled,1,none,yes,0,1.0,3,2,5,2,3,3,2,1,1,1,1,0,1
433,< 0 DM,18,critical account - other non-bank loans,repairs,1190,< 100 DM,unemployed,2,female-divorced/separated/married,none,4,unknown-none,55,none,for free,3,unemployed-unskilled-non-resident,2,none,yes,1,1.0,1,1,8,2,4,0,2,3,1,0,2,0,1
434,none,5,current loans paid,business,3448,< 100 DM,4 - 7 years,1,male-single,none,4,real estate,74,none,own,1,unskilled-resident,1,none,yes,0,1.0,3,2,0,2,1,3,2,2,1,1,3,0,1
435,0 - 200 DM,24,current loans paid,other,11328,< 100 DM,1 - 4 years,2,male-single,co-applicant,3,car or other,29,bank,own,2,highly skilled,1,yes,yes,1,1.0,0,2,6,2,0,3,0,1,0,1,0,1,1
436,< 0 DM,6,critical account - other non-bank loans,furniture/equipment,1872,< 100 DM,unemployed,4,male-single,none,4,unknown-none,36,none,for free,3,highly skilled,1,yes,yes,0,1.0,1,1,5,2,4,3,2,3,1,0,0,1,1
437,none,24,critical account - other non-bank loans,repairs,2058,< 100 DM,1 - 4 years,4,male-divorced/separated,none,2,real estate,33,none,own,2,skilled,1,yes,yes,0,1.0,3,1,8,2,0,1,2,2,1,1,1,1,1
438,< 0 DM,9,current loans paid,furniture/equipment,2136,< 100 DM,1 - 4 years,3,male-single,none,2,real estate,25,none,own,1,skilled,1,none,yes,0,1.0,1,2,5,2,0,3,2,2,1,1,1,0,1
439,0 - 200 DM,12,current loans paid,radio/television,1484,unknown/none,1 - 4 years,2,male-married/widowed,none,1,real estate,25,none,own,1,skilled,1,yes,yes,1,1.0,0,2,7,4,0,2,2,2,1,1,1,1,1
440,none,6,current loans paid,repairs,660,500 - 1000 DM,4 - 7 years,2,male-married/widowed,none,4,real estate,23,none,rent,1,unskilled-resident,1,none,yes,0,1.0,3,2,8,1,1,2,2,2,1,2,3,0,1
441,none,24,critical account - other non-bank loans,car (new),1287,>= 1000 DM,>= 7 years,4,female-divorced/separated/married,none,4,real estate,37,none,own,2,skilled,1,yes,yes,0,1.0,3,1,1,3,3,0,2,2,1,1,1,1,1
442,< 0 DM,42,critical account - other non-bank loans,repairs,3394,< 100 DM,unemployed,4,male-single,co-applicant,4,car or other,65,none,own,2,unemployed-unskilled-non-resident,1,none,yes,0,1.0,1,1,8,2,4,3,0,1,1,1,2,0,1
443,> 200 DM or salary assignment,12,all loans at bank paid,business,609,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,real estate,26,none,own,1,unemployed-unskilled-non-resident,1,none,yes,1,1.0,2,0,0,2,2,0,2,2,1,1,2,0,1
444,none,12,current loans paid,car (new),1884,< 100 DM,>= 7 years,4,male-single,none,4,car or other,39,none,own,1,highly skilled,1,yes,yes,0,1.0,3,2,1,2,3,3,2,1,1,1,0,1,1
445,< 0 DM,12,current loans paid,furniture/equipment,1620,< 100 DM,1 - 4 years,2,female-divorced/separated/married,co-applicant,3,building society savings/life insurance,30,none,own,1,skilled,1,none,yes,0,1.0,1,2,5,2,0,0,0,0,1,1,1,0,1
446,0 - 200 DM,20,past payment delays,other,2629,< 100 DM,1 - 4 years,2,male-single,none,3,car or other,29,bank,own,2,skilled,1,yes,yes,0,1.0,0,4,6,2,0,3,2,1,0,1,1,1,1
447,none,12,current loans paid,education,719,< 100 DM,>= 7 years,4,male-single,none,4,car or other,41,bank,own,1,unskilled-resident,2,none,yes,1,1.0,3,2,4,2,3,3,2,1,0,1,3,0,1
448,0 - 200 DM,48,critical account - other non-bank loans,furniture/equipment,5096,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,3,car or other,30,none,own,1,highly skilled,1,yes,yes,1,1.0,0,1,5,2,0,0,2,1,1,1,0,1,1
449,none,9,critical account - other non-bank loans,education,1244,unknown/none,>= 7 years,4,female-divorced/separated/married,none,4,building society savings/life insurance,41,none,rent,2,unskilled-resident,1,none,yes,0,1.0,3,1,4,4,3,0,2,0,1,2,3,0,1
450,< 0 DM,36,current loans paid,car (new),1842,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,car or other,34,none,own,1,skilled,1,yes,yes,1,1.0,1,2,1,2,2,0,2,1,1,1,1,1,1
451,0 - 200 DM,7,current loans paid,radio/television,2576,< 100 DM,1 - 4 years,2,male-single,guarantor,2,real estate,35,none,own,1,skilled,1,none,yes,0,1.0,0,2,7,2,0,3,1,2,1,1,1,0,1
452,> 200 DM or salary assignment,12,current loans paid,furniture/equipment,1424,unknown/none,>= 7 years,3,female-divorced/separated/married,none,4,real estate,55,none,own,1,highly skilled,1,yes,yes,0,1.0,2,2,5,4,3,0,2,2,1,1,0,1,1
453,0 - 200 DM,15,past payment delays,repairs,1512,>= 1000 DM,1 - 4 years,3,male-married/widowed,none,3,building society savings/life insurance,61,stores,own,2,skilled,1,none,yes,1,1.0,0,4,8,3,0,2,2,0,2,1,1,0,1
454,none,36,critical account - other non-bank loans,car (used),11054,unknown/none,1 - 4 years,4,male-single,none,2,car or other,30,none,own,1,highly skilled,1,yes,yes,0,1.0,3,1,2,4,0,3,2,1,1,1,0,1,1
455,none,6,current loans paid,radio/television,518,< 100 DM,1 - 4 years,3,female-divorced/separated/married,none,1,real estate,29,none,own,1,skilled,1,none,yes,0,1.0,3,2,7,2,0,0,2,2,1,1,1,0,1
456,none,12,no credit - paid,furniture/equipment,2759,< 100 DM,>= 7 years,2,male-single,none,4,building society savings/life insurance,34,none,own,2,skilled,1,none,yes,0,1.0,3,3,5,2,3,3,2,0,1,1,1,0,1
457,none,24,current loans paid,car (used),2670,< 100 DM,>= 7 years,4,male-single,none,4,car or other,35,none,own,1,highly skilled,1,yes,yes,0,1.0,3,2,2,2,3,3,2,1,1,1,0,1,1
458,< 0 DM,24,current loans paid,car (new),4817,< 100 DM,4 - 7 years,2,male-single,co-applicant,3,building society savings/life insurance,31,none,own,1,skilled,1,yes,yes,1,1.0,1,2,1,2,1,3,0,0,1,1,1,1,1
459,none,24,current loans paid,car (used),2679,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,unknown-none,29,none,own,1,highly skilled,1,yes,yes,0,1.0,3,2,2,2,2,0,2,3,1,1,0,1,1
460,< 0 DM,11,critical account - other non-bank loans,car (new),3905,< 100 DM,1 - 4 years,2,male-single,none,2,real estate,36,none,rent,2,skilled,2,none,yes,0,1.0,1,1,1,2,0,3,2,2,1,2,1,0,1
461,< 0 DM,12,current loans paid,car (used),3386,< 100 DM,>= 7 years,3,male-single,none,4,unknown-none,35,none,for free,1,skilled,1,yes,yes,1,1.0,1,2,2,2,3,3,2,3,1,0,1,1,1
462,< 0 DM,6,current loans paid,domestic appliances,343,< 100 DM,< 1 year,4,female-divorced/separated/married,none,1,real estate,27,none,own,1,skilled,1,none,yes,0,1.0,1,2,3,2,2,0,2,2,1,1,1,0,1
463,none,18,current loans paid,radio/television,4594,< 100 DM,< 1 year,3,male-single,none,2,car or other,32,none,own,1,skilled,1,yes,yes,0,1.0,3,2,7,2,2,3,2,1,1,1,1,1,1
464,< 0 DM,36,current loans paid,furniture/equipment,3620,< 100 DM,1 - 4 years,1,male-single,guarantor,2,building society savings/life insurance,37,none,own,1,skilled,2,none,yes,0,1.0,1,2,5,2,0,3,1,0,1,1,1,0,1
465,< 0 DM,15,current loans paid,car (new),1721,< 100 DM,< 1 year,2,male-single,none,3,real estate,36,none,own,1,skilled,1,none,yes,0,1.0,1,2,1,2,2,3,2,2,1,1,1,0,1
466,0 - 200 DM,12,current loans paid,furniture/equipment,3017,< 100 DM,< 1 year,3,female-divorced/separated/married,none,1,real estate,34,none,rent,1,highly skilled,1,none,yes,0,1.0,0,2,5,2,2,0,2,2,1,2,0,0,1
467,0 - 200 DM,12,current loans paid,retraining,754,unknown/none,>= 7 years,4,male-single,none,4,building society savings/life insurance,38,none,own,2,skilled,1,none,yes,0,1.0,0,2,9,4,3,3,2,0,1,1,1,0,1
468,none,18,current loans paid,business,1950,< 100 DM,4 - 7 years,4,male-single,none,1,car or other,34,stores,own,2,skilled,1,yes,yes,0,1.0,3,2,0,2,1,3,2,1,2,1,1,1,1
469,< 0 DM,24,current loans paid,car (used),2924,< 100 DM,1 - 4 years,3,male-single,guarantor,4,unknown-none,63,bank,own,1,skilled,2,yes,yes,0,1.0,1,2,2,2,0,3,1,3,0,1,1,1,1
470,< 0 DM,24,past payment delays,radio/television,1659,< 100 DM,< 1 year,4,female-divorced/separated/married,none,2,car or other,29,none,rent,1,unskilled-resident,1,yes,yes,1,1.0,1,4,7,2,2,0,2,1,1,2,3,1,1
471,none,48,past payment delays,radio/television,7238,unknown/none,>= 7 years,3,male-single,none,3,car or other,32,bank,own,2,skilled,2,none,yes,0,1.0,3,4,7,4,3,3,2,1,0,1,1,0,1
472,none,33,past payment delays,business,2764,< 100 DM,1 - 4 years,2,female-divorced/separated/married,none,2,car or other,26,none,own,2,skilled,1,yes,yes,0,1.0,3,4,0,2,0,0,2,1,1,1,1,1,1
473,none,24,past payment delays,car (used),4679,< 100 DM,4 - 7 years,3,male-single,none,3,car or other,35,none,own,2,unskilled-resident,1,yes,yes,0,1.0,3,4,2,2,1,3,2,1,1,1,3,1,1
474,0 - 200 DM,24,current loans paid,radio/television,3092,100 - 500 DM,< 1 year,3,male-married/widowed,none,2,car or other,22,none,rent,1,skilled,1,yes,yes,1,1.0,0,2,7,0,2,2,2,1,1,2,1,1,1
475,< 0 DM,6,current loans paid,education,448,< 100 DM,< 1 year,4,female-divorced/separated/married,none,4,building society savings/life insurance,23,none,own,1,skilled,1,none,yes,1,1.0,1,2,4,2,2,0,2,0,1,1,1,0,1
476,< 0 DM,9,current loans paid,car (new),654,< 100 DM,1 - 4 years,4,male-single,none,3,car or other,28,none,own,1,unskilled-resident,1,none,yes,1,1.0,1,2,1,2,0,3,2,1,1,1,3,0,1
477,none,6,current loans paid,retraining,1238,unknown/none,unemployed,4,male-single,none,4,building society savings/life insurance,36,none,own,1,highly skilled,2,yes,yes,0,1.0,3,2,9,4,4,3,2,0,1,1,0,1,1
